,Customer ID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,Labels
2475,14821.0,4.0,310.0,676.0,299.25,0.45719928190984926,0.5428007180901507,0.10608237699343244,0.3870967741935484,0.28101439720011595,373.84372670011146,555.6950999726603,Low
2477,14823.0,1.0,14.0,194.0,110.78,0.33951707372264295,0.660482926277357,0.1399125206265125,2.142857142857143,2.0029446222306304,546.5937940593992,1541.7872673864163,Low
2478,14824.0,11.0,627.0,637.0,287.0009090909091,0.0023678421565241914,0.9976321578434758,0.5037527020587084,0.5263157894736842,0.022563087414975813,309.4699575866259,3337.9090750653295,Low
2479,14825.0,24.0,609.0,612.0,192.71583333333334,0.0007098088432246907,0.9992901911567753,1.097918005199237,1.1822660098522169,0.08434800465297987,199.36416864239274,4687.3482717481365,Low
2480,14826.0,1.0,114.0,695.0,207.3,0.5288971849177471,0.4711028150822529,0.03406572118067521,0.2631578947368421,0.22909217355616687,1018.7908844466581,528.6225092995683,Low
2482,14828.0,12.0,536.0,732.0,760.0883333333333,0.3072468567090073,0.6927531432909927,0.3341965803058806,0.6716417910447761,0.33744521073889544,814.1446324656525,4055.1694412425986,Low
2483,14829.0,6.0,407.0,436.0,215.67333333333332,0.010729590198601757,0.9892704098013982,0.40402838670639385,0.44226044226044225,0.038232055554048405,248.82514978448665,2084.835111501218,Medium
2485,14831.0,5.0,163.0,737.0,158.04400000000004,0.9768697243460903,0.02313027565390966,0.005041040997674949,0.9202453987730062,0.9152043577753312,188.17571684624428,11.641518781265036,Low
2488,14834.0,8.0,390.0,407.0,212.29375,0.006297842997673553,0.9937021570023264,0.5567781861929777,0.6153846153846154,0.05860642919163772,235.86914795287973,2727.5072146748066,Low
2489,14835.0,2.0,90.0,617.0,57.449999999999996,0.7791788701966365,0.2208211298033636,0.02748918933903237,0.6666666666666667,0.6391774773276344,96.18611070358338,39.72992566507815,Low
2490,14836.0,2.0,20.0,30.0,13.2,0.012881846559453791,0.9871181534405462,0.8808894708675947,3.0,2.1191105291324055,22.705916059148585,392.9204256030102,Low
2491,14837.0,11.0,595.0,684.0,288.01272727272726,0.043065458649959365,0.9569345413500406,0.4529188410889756,0.5546218487394958,0.1017030076505202,310.5606628968271,2853.448495981052,Low
2492,14838.0,1.0,313.0,736.0,654.57,0.20311713919578067,0.7968828608042193,0.05467707375975674,0.09584664536741214,0.04116957160765539,3206.934197931005,2996.7370380645184,Low
2493,14839.0,2.0,286.0,704.0,245.11,0.31400142989326774,0.6859985701067323,0.07574764481321015,0.2097902097902098,0.13404256497699962,407.80855877080677,484.3061786930295,Low
2494,14840.0,2.0,272.0,539.0,20.175,0.18502193910160092,0.8149780608983991,0.11453610455858672,0.22058823529411764,0.10605213073553092,34.28838741835611,69.95439391349812,Low
2495,14841.0,13.0,684.0,737.0,505.04615384615386,0.017206749713845837,0.9827932502861542,0.5078753617024581,0.5701754385964912,0.06230007689403316,538.0472472436908,5771.8348090307745,Low
2496,14842.0,7.0,273.0,308.0,306.6857142857143,0.020680264657976344,0.9793197353420237,0.6155266566194078,0.7692307692307692,0.1537041126113614,346.16481991668263,4321.795750633012,Low
2498,14844.0,9.0,543.0,606.0,614.1966666666667,0.024654338365853845,0.9753456616341462,0.4281513746316691,0.49723756906077343,0.06908619442910435,673.87170126506,5974.692101284465,Medium
2501,14847.0,3.0,416.0,564.0,338.59999999999997,0.06642680350616259,0.9335731964938374,0.17044495177758842,0.21634615384615385,0.04590120206856543,461.23403121250226,1546.1600227760441,Low
2503,14849.0,28.0,677.0,698.0,537.33,0.0065129556585983295,0.9934870443414017,1.1246775151277084,1.240768094534712,0.11609057940700351,553.079050869502,13317.507459342905,Medium
2504,14850.0,4.0,257.0,568.0,275.4725,0.44576050583857707,0.5542394941614229,0.12677233263529425,0.4669260700389105,0.34015373740361626,344.1627203374734,645.7775579861533,Low
2505,14851.0,2.0,607.0,630.0,255.675,0.005330117367047693,0.9946698826329523,0.12150961287358474,0.09884678747940692,-0.022662825394177813,425.35247417009384,1098.8597753245174,Low
2506,14852.0,14.0,586.0,644.0,405.8457142857143,0.02552203446537904,0.974477965534621,0.6107137573233384,0.7167235494880546,0.10600979216471618,430.37051959313845,5451.009030298068,Low
2507,14853.0,6.0,597.0,605.0,155.14999999999998,0.0018891723771862212,0.9981108276228138,0.3049444886582606,0.30150753768844224,-0.0034369509698183864,179.04965802794823,1165.4772871536024,Low
2508,14854.0,12.0,608.0,686.0,333.34250000000003,0.035575729682036594,0.9644242703179634,0.4937173308823931,0.5921052631578947,0.09838793227550158,357.0967603094873,3614.2050509130977,Low
2509,14855.0,4.0,491.0,610.0,1224.125,0.04671131856095412,0.9532886814390459,0.20449807217010468,0.24439918533604885,0.03990111316594416,1528.347806592655,6292.614802616691,Low
2510,14856.0,1.0,20.0,56.0,308.11,0.049839715836097476,0.9501602841639025,0.43063562937445266,1.5,1.0693643706255473,1511.9755993444985,12876.859906079826,Low
2511,14857.0,7.0,575.0,634.0,390.78000000000003,0.01897804549917037,0.9810219545008296,0.3293414672849809,0.3652173913043478,0.0358759240193669,441.0425541616447,3036.411268296613,Low
2513,14859.0,4.0,542.0,554.0,338.01,0.00307489204137934,0.9969251079586207,0.23317882956803934,0.22140221402214022,-0.011776615545899122,422.22710622343624,2085.8861187288435,Low
2515,14861.0,11.0,679.0,731.0,100.30909090909091,0.0156502986785636,0.9843497013214364,0.4384183783203234,0.4860088365243005,0.047590458203977115,108.2225782440956,1004.047544166302,Low
2516,14862.0,1.0,123.0,148.0,537.1,0.01763804083033438,0.9823619591696656,0.2529678299630709,0.24390243902439027,-0.009065390938680612,2632.2450950736566,13247.043746750196,Low
2519,14865.0,3.0,731.0,738.0,32.84,0.001362578009554527,0.9986374219904455,0.1428616536669323,0.12311901504787962,-0.019742638619052677,45.12196830628022,139.372560943046,Low
2520,14866.0,17.0,460.0,470.0,1214.5747058823529,0.0033134833969994393,0.9966865166030006,0.9947938566482847,1.108695652173913,0.1139017955256284,1274.2655871130999,26625.358031216347,Low
2521,14867.0,17.0,549.0,734.0,158.71411764705883,0.4879829422232309,0.5120170577767691,0.34237482222028703,0.9289617486338798,0.5865869264135928,166.56501427417567,717.058951003848,Low
2522,14868.0,10.0,417.0,420.0,356.381,0.000940032380729372,0.9990599676192706,0.6681320751590107,0.7194244604316546,0.0512923852726439,387.2881181662918,5413.9021304579055,Low
2523,14869.0,8.0,720.0,723.0,300.66499999999996,0.0005932046313060768,0.9994067953686939,0.3356576007121169,0.33333333333333337,-0.002324267378783551,333.9993731309423,2426.3340413215174,Low
2524,14870.0,7.0,422.0,683.0,208.86428571428573,0.3570545299005028,0.6429454700994972,0.2017228142237486,0.49763033175355453,0.29590751752980593,235.7997050384205,695.680941806901,Low
2525,14871.0,8.0,735.0,738.0,139.24625,0.0005826844715722812,0.9994173155284277,0.32939847761958235,0.32653061224489793,-0.0028678653746844196,154.75489842382447,1104.800677649179,Low
2526,14872.0,3.0,153.0,633.0,166.23333333333332,0.7768566068252005,0.22314339317479945,0.03671773226714547,0.5882352941176471,0.5515175618505016,226.65838612179127,112.45556136840602,Low
2527,14873.0,1.0,423.0,633.0,519.68,0.07210830166573368,0.9278916983342663,0.07304833403768499,0.07092198581560283,-0.0021263482220821583,2547.0226197882644,3633.0214075706845,Low
2529,14875.0,6.0,432.0,441.0,240.745,0.0028049371241559706,0.997195062875844,0.4032467067998392,0.41666666666666663,0.013419959866827424,277.7295040966971,2343.7364444844957,Low
2530,14876.0,1.0,40.0,561.0,53.1,0.6679186861553637,0.3320813138446364,0.0291457240204628,0.75,0.7208542759795372,264.41053490547165,132.25762069035562,Low
2531,14877.0,1.0,224.0,642.0,230.3,0.2609198129709581,0.7390801870290419,0.057444417810473866,0.13392857142857142,0.07648415361809756,1131.3119482563031,1090.3378232269267,Low
2532,14878.0,20.0,644.0,656.0,181.529,0.0030474059108528406,0.9969525940891472,0.8629186850914766,0.9316770186335404,0.06875833354206373,189.09864292617397,3497.832582273962,Low
2534,14880.0,2.0,211.0,288.0,288.495,0.04769248410032034,0.9523075158996797,0.22880657774854193,0.28436018957345977,0.05555361182491783,479.85236090976275,2183.2519675390045,Low
2536,14882.0,11.0,593.0,619.0,295.8772727272727,0.007401443949283326,0.9925985560507167,0.5143832357833005,0.5564924114671164,0.04210917568381589,319.0383732638989,3482.5952817473467,Low
2537,14883.0,5.0,193.0,211.0,89.216,0.01105836626092016,0.9889416337390798,0.6252732479768714,0.7772020725388601,0.15192882456198864,106.32349185532176,1340.5132286725288,Low
2539,14885.0,2.0,334.0,465.0,627.46,0.06100376824689846,0.9389962317531015,0.15036211751725106,0.17964071856287425,0.029278601045623187,1042.7272575798384,3098.257993365792,Low
2544,14890.0,2.0,406.0,659.0,257.73,0.11508209843981099,0.884917901560189,0.10377765328164114,0.1477832512315271,0.04400559794988597,428.76494422646255,829.110375420001,Low
2545,14891.0,3.0,288.0,436.0,301.91,0.09857603008424465,0.9014239699157554,0.2065536543497451,0.3125,0.1059463456502549,411.30221675662426,1628.7785485922348,Low
2547,14893.0,5.0,608.0,617.0,242.1,0.002087068421305238,0.9979129315786948,0.2557015333652283,0.24671052631578946,-0.00899100704943881,288.13751471683435,1573.8880423058429,Low
2548,14894.0,4.0,652.0,737.0,278.1275,0.022383266452935868,0.9776167335470641,0.1765458420307341,0.18404907975460122,0.007503237723867129,347.47690693794874,1284.4267960240152,Low
2549,14895.0,32.0,729.0,736.0,766.8778125,0.0015565162642033892,0.9984434837357966,1.2260969418869843,1.316872427983539,0.09077548609655484,786.4606366692775,20875.947317242284,Low
2550,14896.0,9.0,529.0,733.0,185.66333333333333,0.2147714884505343,0.7852285115494657,0.2899011877080849,0.5103969754253308,0.22049578771724593,203.78283452421832,971.6146967378314,Low
2551,14897.0,8.0,717.0,724.0,349.9475,0.001417080322205222,0.9985829196777948,0.33495633986460227,0.33472803347280333,-0.00022830639179893808,388.7242165878117,2814.57707957335,Low
2552,14898.0,15.0,713.0,736.0,202.83266666666665,0.005646841815802661,0.9943531581841973,0.5888671581849169,0.6311360448807855,0.04226888669586859,214.2600759551804,2713.1755309300493,Low
2555,14901.0,11.0,487.0,498.0,191.24454545454546,0.0032992783362081335,0.9967007216637919,0.6273468658620871,0.6776180698151951,0.050271203953108023,206.24788055687145,2726.04122327526,Low
2556,14902.0,4.0,532.0,553.0,150.4675,0.005622909355227135,0.9943770906447729,0.23295867452901756,0.22556390977443608,-0.007394764754581479,188.12132824992918,925.3064995414218,Low
2557,14903.0,9.0,257.0,278.0,245.70000000000002,0.012145672916034966,0.987854327083965,0.8474398257565589,1.0505836575875487,0.20314383183098983,269.64134867223714,4647.719397440134,Low
2558,14904.0,3.0,425.0,427.0,421.16333333333336,0.0006023636541725441,0.9993976363458275,0.23318603226637843,0.21176470588235294,-0.021421326384025496,573.5953569377359,2798.3627986628217,Low
2559,14905.0,9.0,582.0,736.0,186.84333333333336,0.10157069882078973,0.8984293011792103,0.3304533601218635,0.4639175257731959,0.1334641656513324,205.07726093076982,1272.3688219085786,Low
2561,14907.0,17.0,728.0,731.0,359.25235294117647,0.0005977101436420718,0.9994022898563579,0.6707944774717013,0.7005494505494505,0.029754973077749214,376.94915076578127,5478.911619269159,Medium
2562,14908.0,1.0,389.0,463.0,277.79999999999995,0.025172931287639644,0.9748270687123604,0.10141242429719186,0.07712082262210797,-0.024291601675083888,1363.6924061240484,2823.7962141546586,Low
2563,14909.0,4.0,235.0,663.0,257.12,0.7002014067859906,0.29979859321400937,0.05963613872287541,0.5106382978723404,0.45100215914946495,321.253639514413,242.87030960490648,Low
2564,14910.0,4.0,52.0,54.0,43.8625,0.0019331290703233917,0.9980668709296766,1.2121021252757147,2.307692307692308,1.0955901824165932,55.048310342704276,1315.0353108455688,Low
2565,14911.0,284.0,737.0,738.0,948.9961267605635,0.0002291572187851365,0.9997708427812149,10.623829230452587,11.560379918588875,0.936550688136288,951.665444714578,219433.28145990957,Low
2566,14912.0,7.0,666.0,682.0,101.27285714285713,0.003586600416211394,0.9964133995837886,0.31304062731003185,0.3153153153153153,0.002274688005283465,114.41177861357299,768.5343242172898,Low
2567,14913.0,7.0,450.0,485.0,488.81,0.012639405336279497,0.9873605946637205,0.4211266544695388,0.4666666666666667,0.04554001219712789,551.6429856776903,4832.75496492047,Low
2569,14915.0,11.0,651.0,736.0,140.96272727272728,0.034855438897482105,0.9651445611025179,0.4271845353211357,0.5069124423963134,0.07972790707517768,152.04580444974619,1335.9875291396115,Low
2570,14916.0,10.0,547.0,617.0,218.77400000000003,0.030408158699750998,0.969591841300249,0.4613509936258872,0.5484460694698354,0.08709507584394821,237.7868929722836,2256.3672223885574,Low
2572,14918.0,7.0,495.0,610.0,728.6371428571429,0.060735647401474524,0.9392643525985255,0.32651935777316377,0.42424242424242425,0.09772306646926049,822.22327221508,5314.5669132501625,Low
2574,14920.0,1.0,353.0,565.0,977.77,0.08520374777269324,0.9147962522273068,0.07977970111452239,0.08498583569405099,0.005206134579528607,4788.099755464801,7369.17495286398,Low
2575,14921.0,1.0,171.0,201.0,413.06,0.017633029215860185,0.9823669707841398,0.2026305892323982,0.17543859649122806,-0.02719199274117015,2025.414105728075,8216.665399189253,Low
2576,14922.0,1.0,114.0,507.0,303.45,0.37705680669028907,0.6229431933097109,0.05982758199089316,0.2631578947368421,0.20333031274594893,1489.177853372631,1510.861619949403,Low
2578,14924.0,2.0,394.0,639.0,310.435,0.11389056253375218,0.8861094374662478,0.1068657315060321,0.15228426395939085,0.04541853245335875,516.2852528984384,1030.6852414491111,Low
2580,14926.0,2.0,217.0,598.0,58.724999999999994,0.35929185657558127,0.6407081434244187,0.08204195883764237,0.2764976958525346,0.19445573701489222,98.30333665096539,127.82056265299924,Low
2583,14929.0,1.0,389.0,421.0,223.88,0.010538831071594812,0.9894611689284052,0.11181619591552858,0.07712082262210797,-0.03469537329342061,1099.9038947929153,2538.91630783904,Low
2584,14930.0,7.0,498.0,606.0,601.4028571428571,0.05435341811241112,0.9456465818875889,0.3306951004691685,0.4216867469879518,0.09099164651878328,678.673676135963,4476.840020820741,Low
2585,14931.0,4.0,236.0,240.0,167.92,0.0018739160542493583,0.9981260839457506,0.4732757365127166,0.5084745762711864,0.035198839758469824,209.90695598808253,2021.4460940895592,Low
2586,14932.0,1.0,20.0,385.0,727.06,0.5958196805266678,0.40418031947333216,0.0493232840182404,1.5,1.4506767159817595,3561.5712377380128,3354.552136781602,Low
2588,14934.0,6.0,369.0,441.0,243.96166666666667,0.0386008375659741,0.9613991624340259,0.3887715258573378,0.48780487804878053,0.09903335219144271,281.43790028246895,2207.362905439621,Low
2589,14935.0,1.0,322.0,619.0,1784.71,0.1341308843716883,0.8658691156283117,0.06955895343595359,0.09316770186335403,0.023608748427400447,8735.827895923718,11177.297148417816,Medium
2590,14936.0,9.0,574.0,583.0,1242.6644444444444,0.00225581495877325,0.9977441850412267,0.4535081186368726,0.470383275261324,0.016875156624451382,1363.282961622925,13164.636844668306,Low
2591,14937.0,2.0,74.0,130.0,429.035,0.06550668677561267,0.9344933132243873,0.4060881732362504,0.8108108108108109,0.40472263757456045,713.2287802392287,5726.9206945292635,Low
2594,14940.0,1.0,316.0,733.0,349.48,0.19839459197010978,0.8016054080298902,0.055207627672007674,0.09493670886075949,0.03972908118875181,1714.3667475968907,1624.5638535369553,Low
2596,14942.0,3.0,328.0,729.0,212.40333333333334,0.36324557485179165,0.6367544251482083,0.09212319108229677,0.274390243902439,0.18226705282014222,289.4916342392045,395.1287655266482,Medium
2598,14944.0,16.0,631.0,660.0,533.245,0.00886677701949723,0.9911332229805028,0.689358855974438,0.7606973058637084,0.0713384498892704,561.2101550395621,8224.947813151291,Low
2601,14947.0,5.0,552.0,624.0,145.43800000000002,0.023037202493957132,0.9769627975060429,0.24779338762931133,0.2717391304347826,0.023945742805471265,173.18430131425774,891.2684198376763,V_High
2602,14948.0,6.0,196.0,219.0,131.36166666666665,0.015305380319940554,0.9846946196800594,0.7087834595320938,0.9183673469387755,0.20958388740668177,151.62481929244476,2165.123580936277,Low
2603,14949.0,5.0,262.0,721.0,82.418,0.8193762530794463,0.18062374692055372,0.04016571870014257,0.5725190839694657,0.5323533652693231,98.23911594016676,45.291303161029184,Low
2606,14952.0,32.0,690.0,736.0,528.3234375,0.027233930047303012,0.972766069952697,1.1945648631785866,1.391304347826087,0.19673948464750035,541.8240312567457,13466.252023002708,Low
2607,14953.0,2.0,410.0,435.0,351.695,0.008063084323032044,0.991936915676968,0.1683549517042619,0.14634146341463414,-0.022013488289627764,584.8003451250911,2043.966422580018,Low
2608,14954.0,1.0,691.0,703.0,336.17,0.0024354738133448572,0.9975645261866551,0.07138399919507273,0.04341534008683068,-0.027968659108242047,1649.2512971922656,2527.356536857335,Low
2611,14957.0,1.0,391.0,644.0,58.49,0.09491093605362233,0.9050890639463777,0.07014914087309256,0.07672634271099744,0.006577201837904889,290.77960159825375,388.6294630800237,Low
2612,14958.0,5.0,589.0,736.0,154.31599999999997,0.0566584005683326,0.9433415994316674,0.20584940237343355,0.2546689303904924,0.04881952801705883,183.74227268447635,754.1600344197257,Low
2613,14959.0,4.0,237.0,296.0,126.5775,0.03851542252005069,0.9614845774799493,0.38528868125442933,0.5063291139240506,0.12104043266962122,158.29989025167765,1220.6373982593834,Low
2614,14960.0,1.0,163.0,171.0,132.97,0.00465392578635937,0.9953460742136406,0.2313642006412157,0.18404907975460122,-0.04731512088661449,655.1521595348786,3037.801051373032,Low
2615,14961.0,24.0,725.0,735.0,636.2708333333334,0.002257745891467877,0.9977422541085321,0.927869718165601,0.993103448275862,0.06523373011026101,658.1270398306324,13203.341692440204,Low
2616,14962.0,3.0,314.0,584.0,81.73333333333333,0.21580234145473776,0.7841976585452622,0.13876691311469008,0.28662420382165604,0.14785729070696596,111.6614299614833,265.90818818081397,Low
2617,14963.0,10.0,516.0,525.0,296.897,0.0024953297618834913,0.9975046702381165,0.5485333748311187,0.5813953488372093,0.03286197400609059,322.6625476688579,3743.934499397981,Low
2620,14966.0,4.0,710.0,724.0,242.04000000000002,0.00285519335492479,0.9971448066450752,0.18303574878897128,0.16901408450704225,-0.014021664281929025,302.42955893619484,1193.0024230338586,Low
2621,14967.0,4.0,687.0,736.0,361.0675,0.01121145109690258,0.9887885489030974,0.17878599603783057,0.17467248908296945,-0.004113506954861124,451.00935011814886,1717.0605054419566,Low
2622,14968.0,1.0,428.0,458.0,147.59,0.009146853802001864,0.9908531461979981,0.1040636036927411,0.07009345794392523,-0.03397014574881588,726.6764183564878,1569.754940495813,Low
2624,14970.0,9.0,595.0,663.0,355.2888888888889,0.024611256866748255,0.9753887431332517,0.3946879428081867,0.453781512605042,0.059093569796855316,389.8572398946215,3198.5898397722403,Low
2625,14971.0,1.0,8.0,43.0,500.21,0.054372315945855454,0.9456276840541445,0.4802567279105089,3.75,3.269743272089491,2451.771093163317,23321.009844950444,Low
2626,14972.0,1.0,253.0,381.0,114.77,0.06392645519787199,0.936073544802128,0.1152545885994867,0.11857707509881422,0.0033224864993275233,566.1137525202898,1285.0341734102535,Low
2627,14973.0,2.0,118.0,225.0,329.925,0.11326340035914562,0.8867365996408544,0.25925097165726807,0.5084745762711864,0.24922360461391835,548.6497499293997,2768.2044512328544,Low
2629,14975.0,1.0,364.0,421.0,279.94,0.02018595700911363,0.9798140429908864,0.1107260016181418,0.08241758241758243,-0.028308419200559376,1374.1617572785112,3111.2873477677476,Low
2630,14976.0,4.0,269.0,326.0,152.47750000000002,0.03269279636625533,0.9673072036337447,0.3579287717717048,0.44609665427509293,0.08816788250338814,190.63037347288798,1373.4826547554026,Low
2632,14978.0,9.0,518.0,590.0,317.3666666666667,0.0319981873462889,0.9680018126537111,0.43529339438546755,0.5212355212355212,0.08594212685005365,348.2576417255048,3106.6660037242527,Low
2635,14981.0,2.0,177.0,423.0,21.36,0.2469555966280399,0.7530444033719601,0.1309472077546074,0.3389830508474576,0.20803584309285023,36.25616212239351,84.22082992301577,Low
2638,14984.0,4.0,678.0,697.0,288.6025,0.004086429697412797,0.9959135703025872,0.18927918845650782,0.17699115044247787,-0.012288038014029945,360.5526525650599,1464.4139294809274,Low
2639,14985.0,1.0,160.0,358.0,172.24,0.14635033275957277,0.8536496672404272,0.11081158875702517,0.1875,0.07668841124297483,847.2696454394337,1775.0192267916136,Low
2640,14986.0,1.0,308.0,684.0,243.51999999999998,0.1809153426796768,0.8190846573203232,0.06009724594483953,0.09740259740259741,0.03730535145775788,1195.987098846021,1261.1613716738545,Low
2641,14987.0,6.0,722.0,737.0,237.56666666666663,0.003079897214994576,0.9969201027850054,0.25450821151821207,0.24930747922437674,-0.005200732293835331,274.0653012333463,1505.1951693027902,Low
2642,14988.0,6.0,391.0,602.0,280.66,0.2189289486955872,0.7810710513044128,0.2397060100090916,0.4603580562659847,0.22065204625689308,323.7462814298837,1308.0499267269352,Low
2644,14990.0,1.0,118.0,730.0,105.18,0.5420595096918392,0.45794049030816075,0.03165784052621916,0.2542372881355932,0.22257944760937404,519.1973611318335,245.7357761471629,Low
2648,14994.0,4.0,241.0,623.0,185.175,0.6139448136997305,0.38605518630026947,0.08125320066905713,0.4979253112033195,0.4166721105342624,231.44604818815915,251.11795739969477,Low
2649,14995.0,1.0,242.0,280.0,113.92,0.017933373047104184,0.9820666269528958,0.15625023878049196,0.12396694214876033,-0.03228329663173163,561.9553653794986,1773.5576443900716,Low
2651,14997.0,4.0,609.0,655.0,135.24499999999998,0.011714342495366514,0.9882856575046335,0.19877198371986798,0.19704433497536944,-0.0017276487444985444,169.119367599934,710.6466800646997,Low
2652,14998.0,3.0,435.0,605.0,219.08,0.07630204826053899,0.923697951739461,0.15833572779678645,0.20689655172413793,0.048560823927351476,298.5779815050466,919.6536082917336,Low
2656,15002.0,8.0,581.0,696.0,515.845,0.053641622889327834,0.9463583771106722,0.32910375303020917,0.41308089500860584,0.08397714197839667,572.9420366534738,3772.013838959698,Low
2657,15003.0,5.0,209.0,682.0,136.75799999999998,0.9041649121299279,0.09583508787007214,0.022422288359666517,0.7177033492822966,0.6952810609226301,162.86179720370376,43.20905481173966,Low
2659,15005.0,56.0,723.0,738.0,240.34535714285715,0.0051582846498766655,0.9948417153501233,2.1093792060022007,2.323651452282158,0.2142722462799571,243.82631892375613,11074.256793506116,Low
2660,15006.0,1.0,402.0,453.0,502.09000000000003,0.016609481328032527,0.9833905186719675,0.10427523534107022,0.07462686567164178,-0.029648369669428437,2460.968467074714,5281.8460852022245,Low
2662,15008.0,1.0,157.0,637.0,240.0,0.38075471148383955,0.6192452885161605,0.04847270797425241,0.1910828025477707,0.1426100945735183,1178.7664838629796,914.4856348652061,Low
2663,15009.0,2.0,13.0,25.0,334.61,0.016857062753161678,0.9831429372468383,0.9262639801089116,4.615384615384616,3.689120635275704,556.429517430172,10128.1706526777,Low
2665,15011.0,1.0,21.0,416.0,193.6,0.6238758452251336,0.37612415477486644,0.04294586469455767,1.4285714285714284,1.3856255638768706,951.7674681774345,771.08418275892,Low
2666,15012.0,2.0,523.0,576.0,307.05,0.014551638745327944,0.9854483612546721,0.13051043713261828,0.1147227533460803,-0.015787683786537984,510.66422557931054,1392.5284832085304,Medium
2667,15013.0,9.0,190.0,677.0,157.2711111111111,0.9983192469063689,0.0016807530936311188,0.0006672951720870388,1.4210526315789473,1.4203853364068604,172.63737504530127,1.3887828762285561,Low
2668,15014.0,1.0,133.0,176.0,142.44,0.03008633854836351,0.9699136614516365,0.22078185251221832,0.22556390977443608,0.004782057262217754,701.4814845034587,3079.523697079211,Low
2669,15015.0,11.0,224.0,725.0,197.52454545454546,0.9995060545471748,0.0004939454528251839,0.00022166664193790876,1.4732142857142856,1.4729926190723477,213.01750524947715,0.5356509660706141,Low
2670,15016.0,3.0,371.0,543.0,160.16666666666666,0.09252958021693758,0.9074704197830624,0.17139363876443162,0.24258760107816713,0.07119396231373551,218.40219439746144,717.3314710518462,Low
2672,15018.0,3.0,329.0,367.0,115.00333333333333,0.015744020627500133,0.9842559793724999,0.2614952790723309,0.2735562310030395,0.012060951930708608,156.93892974199744,839.980910038186,Low
2675,15021.0,11.0,490.0,498.0,222.1381818181818,0.0023167456947262854,0.9976832543052737,0.627965295005202,0.673469387755102,0.04550409274989997,239.55016138038326,3173.103766491675,Low
2676,15022.0,3.0,666.0,677.0,301.68,0.002337361971209373,0.9976626380287906,0.15444045627257874,0.13513513513513514,-0.0193053211374436,410.98920729015236,1362.521812515305,Low
2677,15023.0,19.0,671.0,674.0,600.2689473684211,0.0006448043595155273,0.9993551956404845,0.8034483346071616,0.849478390461997,0.04603005585483544,626.5547492876333,10848.481578193745,Low
2678,15024.0,11.0,415.0,424.0,301.1781818181818,0.0030406872762448467,0.9969593127237552,0.7223161858919153,0.7951807228915663,0.07286453699965101,324.7525715242614,4899.727934617211,Low
2679,15025.0,1.0,535.0,568.0,377.01,0.00840544211590466,0.9915945578840953,0.08606802826819367,0.056074766355140186,-0.02999326191305348,1849.04956875687,3344.213946879226,Low
2680,15026.0,4.0,368.0,448.0,169.4875,0.037449144820075886,0.9625508551799241,0.2715839559449385,0.32608695652173914,0.05450300057680063,211.86363677762878,1162.240808396367,Low
2681,15027.0,11.0,594.0,624.0,222.60909090909092,0.008817329052933531,0.9911826709470665,0.5099268942732368,0.5555555555555556,0.045628661282318794,240.0577852354455,2593.811452174504,Low
2682,15028.0,4.0,386.0,394.0,249.125,0.0026673244639217053,0.9973326755360783,0.3144486482917618,0.31088082901554404,-0.003567819276217743,311.2736312768232,2035.4367855835985,Low
2684,15030.0,8.0,574.0,645.0,196.49875000000003,0.02585636858262319,0.9741436314173768,0.3630683450702518,0.4181184668989547,0.05505012182870289,218.32988143025506,1642.9639617313244,Low
2685,15031.0,12.0,727.0,731.0,217.27916666666667,0.0007962506047584084,0.9992037493952416,0.48263870771457684,0.4951856946354883,0.01254698692091144,232.79209136637698,2433.329147324071,Low
2686,15032.0,6.0,473.0,729.0,1963.375,0.23347409340328096,0.766525906596719,0.19765914779457222,0.38054968287526425,0.18289053508069203,2263.6967128519836,7261.4840961032205,Low
2687,15033.0,9.0,325.0,329.0,222.32777777777778,0.0015326962698104518,0.9984673037301895,0.7458444593569202,0.8307692307692308,0.08492477141231058,244.00268627881874,3757.72461503456,Low
2688,15034.0,13.0,562.0,577.0,582.5792307692308,0.004198262308559797,0.9958017376914402,0.642662733475996,0.693950177935943,0.05128744445994704,620.6346329581804,8467.239385746287,Low
2690,15036.0,2.0,107.0,179.0,206.2,0.07232580296995583,0.9276741970300442,0.32226371979452917,0.5607476635514018,0.23848394375687265,343.19580456481896,2180.4199508946986,Low
2692,15038.0,9.0,382.0,425.0,139.14,0.021494236167095893,0.9785057638329041,0.5879367006144368,0.7068062827225131,0.1188695821080763,152.74806233145284,1840.6412797505766,Low
2693,15039.0,82.0,720.0,729.0,482.18463414634147,0.002898211329878775,0.9971017886701212,3.116221408300217,3.4166666666666665,0.3004452583664494,486.92046416019986,32763.792683372314,Low
2695,15041.0,1.0,274.0,444.0,180.35,0.08223015984175919,0.9177698401582408,0.0990351343133523,0.1094890510948905,0.010453916781538203,886.9455509827476,1705.551870586186,Low
2696,15042.0,1.0,396.0,595.0,135.93,0.07198001245423147,0.9280199875457685,0.07725908800504676,0.07575757575757576,-0.0015015122474709985,669.6331312251634,1010.6568787437801,Low
2697,15043.0,5.0,502.0,533.0,491.22799999999995,0.00927321767350886,0.9907267823264911,0.2894672088958366,0.29880478087649404,0.009337571980657433,584.4076534327424,3549.0251878223903,Low
2698,15044.0,28.0,704.0,723.0,526.8832142857143,0.005398448432261671,0.9946015515677383,1.0902607852790995,1.1931818181818181,0.10292103290271859,542.3267485349751,12708.371364953144,Low
